Source,Target,Type,Label,Predicate,start,end
Naypta,Iwan.Aucamp,Directed,edit,P1846,1.0,2.0
Iwan.Aucamp,Davidpar,Directed,edit,P1846,1.0,2.0
Neo-Jay,Sdkb,Directed,delete,P1339,1.0,2.0
Premeditated,IngeniousBot,Directed,edit,P5082,2.0,3.0
Mikani,Codas,Directed,edit,P948,3.0,4.0
Neo-Jay,Yupik,Directed,delete,P6104,1.0,2.0
Spinster,Yupik,Directed,create,P5008,1.0,2.0
Yupik,Research Bot,Directed,edit,P5008,2.0,3.0
Research Bot,Theklan,Directed,edit,P5008,2.0,3.0
Theklan,Steenthbot,Directed,edit,P5008,3.0,4.0
ElmarG,Eulenspiegel1,Directed,delete,P460,1.0,2.0
Nintendofan885,Robins7,Directed,delete,P1151,1.0,2.0
Robins7,Alan ffm,Directed,create,P1151,1.0,2.0
Alan ffm,Christmas Wreath,Directed,delete,P1151,2.0,3.0
TiagoLubiana,So9q,Directed,edit,P8010,1.0,2.0
So9q,Jimmy Olano,Directed,edit,P8010,1.0,2.0
Jimmy Olano,105.159.2.2,Directed,edit,P8010,1.0,2.0
105.159.2.2,Saabzy,Directed,edit,P8010,1.0,2.0
Saabzy,Sun8908,Directed,edit,P8010,1.0,2.0
Sun8908,Premeditated,Directed,edit,P8010,1.0,2.0
Premeditated,2600:8807:9200:E9:DBF:763A:FBE0:6420,Directed,edit,P8010,1.0,2.0
2600:8807:9200:E9:DBF:763A:FBE0:6420,Epìdosis,Directed,edit,P8010,1.0,2.0
Epìdosis,105.107.214.147,Directed,edit,P8010,1.0,2.0
105.107.214.147,Sun8908,Directed,edit,P8010,1.0,2.0
Sun8908,Bassel Elgohary,Directed,edit,P8010,1.0,2.0
Bassel Elgohary,Julián L. Páez,Directed,edit,P8010,1.0,2.0
Julián L. Páez,Bassel Elgohary,Directed,edit,P8010,1.0,2.0
Bassel Elgohary,Shiro D. Neko,Directed,edit,P8010,1.0,2.0
Shiro D. Neko,Z7504,Directed,edit,P8010,1.0,2.0
Pacostein,Wd-Ryan,Directed,edit,P7775,1.0,2.0
Wd-Ryan,Hanif Al Husaini,Directed,edit,P7775,1.0,2.0
Hanif Al Husaini,Susmuffin,Directed,edit,P7775,2.0,3.0
Susmuffin,1857a,Directed,edit,P7775,3.0,4.0
Pacostein,37.124.135.233,Directed,edit,P6839,1.0,2.0
37.124.135.233,FallingGravity,Directed,edit,P6839,2.0,3.0
FallingGravity,Lemondoge,Directed,edit,P6839,3.0,4.0
NMaia,Sun8908,Directed,edit,P1282,1.0,2.0
Sun8908,Reinheitsgebot,Directed,edit,P1282,2.0,3.0
112.79.112.86,Pacostein,Directed,delete,P7829,1.0,2.0
Leonprimer,Horcrux,Directed,edit,P1417,3.0,4.0
Pacostein,Ameisenigel,Directed,delete,P7827,3.0,4.0
Angelillo28,Julián L. Páez,Directed,delete,P582,1.0,2.0
Julián L. Páez,Angelillo2026,Directed,create,P582,1.0,2.0
Angelillo2026,Epìdosis,Directed,delete,P582,1.0,2.0
J 1982,Horcrux,Directed,delete,P4073,3.0,4.0
Baidax,Eihel,Directed,delete,P9346,1.0,2.0
Eihel,Pyb en résidence,Directed,edit,P9346,3.0,4.0
Egon Willighagen,Horcrux,Directed,edit,P10283,3.0,4.0
C7002593,KrBot,Directed,edit,P244,2.0,3.0
KrBot,Kolja21,Directed,edit,P244,2.0,3.0
Wurgl,Kolja21,Directed,edit,P227,2.0,3.0
Zhenqinli,Swpb,Directed,edit,P11738,3.0,4.0
Mr. Ibrahem,Mr.Ibrahembot,Directed,edit,P11143,3.0,4.0
Mr.Ibrahembot,KrBot,Directed,edit,P11143,3.0,4.0
Reinheitsgebot,Epìdosis,Directed,delete,P4656,3.0,4.0
