Source,Target,Type,Label,Predicate,start,end
Bouzinac,Jeblad,Directed,edit,P1603,2020/01/01,2022/01/01
Jeblad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Jeblad,Directed,edit,P1603,2020/01/01,2022/01/01
Jeblad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Jeblad,Directed,edit,P1603,2020/01/01,2022/01/01
Jeblad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Jeblad,Directed,edit,P1603,2020/01/01,2022/01/01
Jeblad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,151.9.5.215,Directed,edit,P1603,2020/01/01,2022/01/01
151.9.5.215,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,194.116.26.4,Directed,edit,P1603,2020/01/01,2022/01/01
194.116.26.4,Cbliu,Directed,edit,P1603,2020/01/01,2022/01/01
Cbliu,240E:390:5611:11B0:848B:36AB:3DB9:C0C8,Directed,edit,P1603,2020/01/01,2022/01/01
240E:390:5611:11B0:848B:36AB:3DB9:C0C8,טבעת-זרם,Directed,edit,P1603,2020/01/01,2022/01/01
טבעת-זרם,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,87.0.167.130,Directed,edit,P1603,2020/01/01,2022/01/01
87.0.167.130,Eulenspiegel1,Directed,edit,P1603,2020/01/01,2022/01/01
Eulenspiegel1,Mohanad,Directed,edit,P1603,2020/01/01,2022/01/01
Mohanad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,83.54.26.61,Directed,edit,P1603,2020/01/01,2022/01/01
83.54.26.61,Mohanad,Directed,edit,P1603,2020/01/01,2022/01/01
Mohanad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Mohanad,Directed,edit,P1603,2020/01/01,2022/01/01
Mohanad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Mohanad,Directed,edit,P1603,2020/01/01,2022/01/01
Mohanad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Mohanad,Directed,edit,P1603,2020/01/01,2022/01/01
Mohanad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,95.237.33.83,Directed,edit,P1603,2020/01/01,2022/01/01
95.237.33.83,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,2003:E8:BF24:2A5A:EDC1:C1F:699:C165,Directed,edit,P1603,2020/01/01,2022/01/01
2003:E8:BF24:2A5A:EDC1:C1F:699:C165,Mohanad,Directed,edit,P1603,2020/01/01,2022/01/01
Mohanad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,116.48.25.163,Directed,edit,P1603,2020/01/01,2022/01/01
116.48.25.163,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Mohanad,Directed,edit,P1603,2020/01/01,2022/01/01
Mohanad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,94.190.201.202,Directed,edit,P1603,2020/01/01,2022/01/01
94.190.201.202,KonstantinaG07,Directed,edit,P1603,2020/01/01,2022/01/01
KonstantinaG07,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Davidpar,Directed,edit,P1603,2020/01/01,2022/01/01
Davidpar,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Mohanad,Directed,edit,P1603,2020/01/01,2022/01/01
Mohanad,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Lofhi,Directed,edit,P1603,2020/01/01,2022/01/01
Lofhi,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Lofhi,Directed,edit,P1603,2020/01/01,2022/01/01
Lofhi,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,TiagoLubiana,Directed,edit,P1603,2020/01/01,2022/01/01
TiagoLubiana,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,So9q,Directed,edit,P1603,2020/01/01,2022/01/01
So9q,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,81.35.48.190,Directed,edit,P1603,2020/01/01,2022/01/01
81.35.48.190,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Sun8908,Directed,edit,P1603,2020/01/01,2022/01/01
Sun8908,105.107.214.147,Directed,edit,P1603,2020/01/01,2022/01/01
105.107.214.147,Sun8908,Directed,edit,P1603,2020/01/01,2022/01/01
Sun8908,MatSuBot,Directed,edit,P1603,2020/01/01,2022/01/01
MatSuBot,Sun8908,Directed,edit,P1603,2020/01/01,2022/01/01
Sun8908,KrBot,Directed,edit,P1603,2020/01/01,2022/01/01
KrBot,Sun8908,Directed,edit,P1603,2020/01/01,2022/01/01
Sun8908,Les Meloures,Directed,edit,P1603,2020/01/01,2022/01/01
Les Meloures,KrBot,Directed,edit,P1603,2020/01/01,2022/01/01
KrBot,Sun8908,Directed,edit,P1603,2020/01/01,2022/01/01
Sun8908,KrBot,Directed,edit,P1603,2020/01/01,2022/01/01
KrBot,Sun8908,Directed,edit,P1603,2020/01/01,2022/01/01
Sun8908,KrBot,Directed,edit,P1603,2020/01/01,2022/01/01
KrBot,Sun8908,Directed,edit,P1603,2020/01/01,2022/01/01
Sun8908,KrBot,Directed,edit,P1603,2020/01/01,2022/01/01
KrBot,Sun8908,Directed,edit,P1603,2020/01/01,2022/01/01
Sun8908,103.220.77.24,Directed,edit,P1603,2020/01/01,2022/01/01
103.220.77.24,DanielAlba15,Directed,edit,P1603,2020/01/01,2022/01/01
DanielAlba15,Sun8908,Directed,edit,P1603,2020/01/01,2022/01/01
Sun8908,Jordirooca,Directed,edit,P1603,2020/01/01,2022/01/01
Jordirooca,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Julián L. Páez,Directed,edit,P1603,2020/01/01,2022/01/01
Julián L. Páez,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Les Meloures,Directed,edit,P1603,2020/01/01,2022/01/01
Les Meloures,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Julián L. Páez,Directed,edit,P1603,2020/01/01,2022/01/01
Julián L. Páez,Bassel Elgohary,Directed,edit,P1603,2020/01/01,2022/01/01
Bassel Elgohary,Dhx1,Directed,edit,P1603,2020/01/01,2022/01/01
Dhx1,Bassel Elgohary,Directed,edit,P1603,2020/01/01,2022/01/01
Bassel Elgohary,Les Meloures,Directed,edit,P1603,2020/01/01,2022/01/01
Les Meloures,108.56.130.85,Directed,edit,P1603,2020/01/01,2022/01/01
108.56.130.85,Shiro D. Neko,Directed,edit,P1603,2020/01/01,2022/01/01
Shiro D. Neko,Epìdosis,Directed,edit,P1603,2020/01/01,2022/01/01
Epìdosis,Asav,Directed,edit,P1603,2020/01/01,2022/01/01
Asav,99of9,Directed,edit,P1603,2022/01/01,2024/01/01
99of9,GZWDer,Directed,delete,P1603,2024/01/01,2025/06/29
Dhx1,Jeblad,Directed,delete,P973,2020/01/01,2022/01/01
Jeblad,Salgo60,Directed,edit,P973,2020/01/01,2022/01/01
Salgo60,Chchowmein,Directed,edit,P973,2020/01/01,2022/01/01
Chchowmein,Lofhi,Directed,edit,P973,2020/01/01,2022/01/01
Lofhi,Dhx1,Directed,edit,P973,2020/01/01,2022/01/01
Dhx1,Sun8908,Directed,edit,P973,2020/01/01,2022/01/01
Sun8908,49.182.23.133,Directed,edit,P973,2020/01/01,2022/01/01
49.182.23.133,Peaceray,Directed,edit,P973,2020/01/01,2022/01/01
Dhx1,2003:C6:7F17:CF00:C97D:94DA:5C8C:7E7B,Directed,edit,P495,2020/01/01,2022/01/01
2003:C6:7F17:CF00:C97D:94DA:5C8C:7E7B,Epìdosis,Directed,edit,P495,2020/01/01,2022/01/01
Epìdosis,Doostdar,Directed,delete,P495,2020/01/01,2022/01/01
Doostdar,Supaplex,Directed,create,P495,2020/01/01,2022/01/01
Arbnos,HapHaxion,Directed,delete,P585,2020/01/01,2022/01/01
HapHaxion,Triggerhippie4,Directed,create,P585,2020/01/01,2022/01/01
Triggerhippie4,Amadalvarez,Directed,edit,P585,2020/01/01,2022/01/01
Amadalvarez,2003:C6:7F17:CF00:C97D:94DA:5C8C:7E7B,Directed,edit,P585,2020/01/01,2022/01/01
2003:C6:7F17:CF00:C97D:94DA:5C8C:7E7B,Epìdosis,Directed,edit,P585,2020/01/01,2022/01/01
Epìdosis,Don-vip,Directed,delete,P585,2022/01/01,2024/01/01
Salgo60,Chchowmein,Directed,edit,P2572,2020/01/01,2022/01/01
Chchowmein,Sun8908,Directed,edit,P2572,2020/01/01,2022/01/01
Sun8908,Z7504,Directed,edit,P2572,2020/01/01,2022/01/01
Trade,2001:1970:55DA:3F00:B5EC:99F6:494A:2E8A,Directed,edit,P6760,2020/01/01,2022/01/01
2001:1970:55DA:3F00:B5EC:99F6:494A:2E8A,Epìdosis,Directed,edit,P6760,2020/01/01,2022/01/01
Neo-Jay,KrBot,Directed,edit,P2354,2020/01/01,2022/01/01
Dhx1,2003:C6:7F17:CF00:C97D:94DA:5C8C:7E7B,Directed,edit,P3984,2020/01/01,2022/01/01
2003:C6:7F17:CF00:C97D:94DA:5C8C:7E7B,Epìdosis,Directed,edit,P3984,2020/01/01,2022/01/01
Epìdosis,OsamaK,Directed,edit,P3984,2020/01/01,2022/01/01
OsamaK,Lockal,Directed,edit,P3984,2020/01/01,2022/01/01
Jeanjung212,Azertus,Directed,edit,P7301,2020/01/01,2022/01/01
Azertus,Trade,Directed,edit,P7301,2024/01/01,2025/06/29
Jeanjung212,Horcrux,Directed,edit,P2581,2024/01/01,2025/06/29
Jeanjung212,Ivan A. Krestinin,Directed,delete,P3479,2022/01/01,2024/01/01
Jeanjung212,Pyb en résidence,Directed,edit,P5551,2024/01/01,2025/06/29
Neo-Jay,Trade,Directed,edit,P527,2020/01/01,2022/01/01
Trade,Neo-Jay,Directed,edit,P527,2020/01/01,2022/01/01
Neo-Jay,Theklan,Directed,edit,P527,2020/01/01,2022/01/01
Theklan,Davidpar,Directed,edit,P527,2020/01/01,2022/01/01
Davidpar,Toghrul R,Directed,edit,P527,2020/01/01,2022/01/01
Toghrul R,Davidpar,Directed,edit,P527,2020/01/01,2022/01/01
Davidpar,Neo-Jay,Directed,edit,P527,2020/01/01,2022/01/01
Neo-Jay,Eulenspiegel1,Directed,edit,P527,2020/01/01,2022/01/01
Eulenspiegel1,Matlin,Directed,edit,P527,2022/01/01,2024/01/01
Neo-Jay,BohemianRhapsody,Directed,delete,P625,2020/01/01,2022/01/01
Triggerhippie4,Sdkb,Directed,edit,P1846,2020/01/01,2022/01/01
Sdkb,Naypta,Directed,edit,P1846,2020/01/01,2022/01/01
Naypta,Raphaël Dunant,Directed,edit,P1846,2020/01/01,2022/01/01
Raphaël Dunant,Naypta,Directed,edit,P1846,2020/01/01,2022/01/01
Naypta,Iwan.Aucamp,Directed,edit,P1846,2020/01/01,2022/01/01
Iwan.Aucamp,Davidpar,Directed,edit,P1846,2020/01/01,2022/01/01
Neo-Jay,Sdkb,Directed,delete,P1339,2020/01/01,2022/01/01
Premeditated,IngeniousBot,Directed,edit,P5082,2022/01/01,2024/01/01
Mikani,Codas,Directed,edit,P948,2024/01/01,2025/06/29
Neo-Jay,Yupik,Directed,delete,P6104,2020/01/01,2022/01/01
Spinster,Yupik,Directed,create,P5008,2020/01/01,2022/01/01
Yupik,Research Bot,Directed,edit,P5008,2022/01/01,2024/01/01
Research Bot,Theklan,Directed,edit,P5008,2022/01/01,2024/01/01
Theklan,Steenthbot,Directed,edit,P5008,2024/01/01,2025/06/29
ElmarG,Eulenspiegel1,Directed,delete,P460,2020/01/01,2022/01/01
Nintendofan885,Robins7,Directed,delete,P1151,2020/01/01,2022/01/01
Robins7,Alan ffm,Directed,create,P1151,2020/01/01,2022/01/01
Alan ffm,Christmas Wreath,Directed,delete,P1151,2022/01/01,2024/01/01
TiagoLubiana,So9q,Directed,edit,P8010,2020/01/01,2022/01/01
So9q,Jimmy Olano,Directed,edit,P8010,2020/01/01,2022/01/01
Jimmy Olano,105.159.2.2,Directed,edit,P8010,2020/01/01,2022/01/01
105.159.2.2,Saabzy,Directed,edit,P8010,2020/01/01,2022/01/01
Saabzy,Sun8908,Directed,edit,P8010,2020/01/01,2022/01/01
Sun8908,Premeditated,Directed,edit,P8010,2020/01/01,2022/01/01
Premeditated,2600:8807:9200:E9:DBF:763A:FBE0:6420,Directed,edit,P8010,2020/01/01,2022/01/01
2600:8807:9200:E9:DBF:763A:FBE0:6420,Epìdosis,Directed,edit,P8010,2020/01/01,2022/01/01
Epìdosis,105.107.214.147,Directed,edit,P8010,2020/01/01,2022/01/01
105.107.214.147,Sun8908,Directed,edit,P8010,2020/01/01,2022/01/01
Sun8908,Bassel Elgohary,Directed,edit,P8010,2020/01/01,2022/01/01
Bassel Elgohary,Julián L. Páez,Directed,edit,P8010,2020/01/01,2022/01/01
Julián L. Páez,Bassel Elgohary,Directed,edit,P8010,2020/01/01,2022/01/01
Bassel Elgohary,Shiro D. Neko,Directed,edit,P8010,2020/01/01,2022/01/01
Shiro D. Neko,Z7504,Directed,edit,P8010,2020/01/01,2022/01/01
Pacostein,Wd-Ryan,Directed,edit,P7775,2020/01/01,2022/01/01
Wd-Ryan,Hanif Al Husaini,Directed,edit,P7775,2020/01/01,2022/01/01
Hanif Al Husaini,Susmuffin,Directed,edit,P7775,2022/01/01,2024/01/01
Susmuffin,1857a,Directed,edit,P7775,2024/01/01,2025/06/29
Pacostein,37.124.135.233,Directed,edit,P6839,2020/01/01,2022/01/01
37.124.135.233,FallingGravity,Directed,edit,P6839,2022/01/01,2024/01/01
FallingGravity,Lemondoge,Directed,edit,P6839,2024/01/01,2025/06/29
NMaia,Sun8908,Directed,edit,P1282,2020/01/01,2022/01/01
Sun8908,Reinheitsgebot,Directed,edit,P1282,2022/01/01,2024/01/01
112.79.112.86,Pacostein,Directed,delete,P7829,2020/01/01,2022/01/01
Leonprimer,Horcrux,Directed,edit,P1417,2024/01/01,2025/06/29
Pacostein,Ameisenigel,Directed,delete,P7827,2024/01/01,2025/06/29
Angelillo28,Julián L. Páez,Directed,delete,P582,2020/01/01,2022/01/01
Julián L. Páez,Angelillo2026,Directed,create,P582,2020/01/01,2022/01/01
Angelillo2026,Epìdosis,Directed,delete,P582,2020/01/01,2022/01/01
J 1982,Horcrux,Directed,delete,P4073,2024/01/01,2025/06/29
Baidax,Eihel,Directed,delete,P9346,2020/01/01,2022/01/01
Eihel,Pyb en résidence,Directed,edit,P9346,2024/01/01,2025/06/29
Egon Willighagen,Horcrux,Directed,edit,P10283,2024/01/01,2025/06/29
C7002593,KrBot,Directed,edit,P244,2022/01/01,2024/01/01
KrBot,Kolja21,Directed,edit,P244,2022/01/01,2024/01/01
Wurgl,Kolja21,Directed,edit,P227,2022/01/01,2024/01/01
Zhenqinli,Swpb,Directed,edit,P11738,2024/01/01,2025/06/29
Mr. Ibrahem,Mr.Ibrahembot,Directed,edit,P11143,2024/01/01,2025/06/29
Mr.Ibrahembot,KrBot,Directed,edit,P11143,2024/01/01,2025/06/29
Reinheitsgebot,Epìdosis,Directed,delete,P4656,2024/01/01,2025/06/29
